EMPLOYEE_ID,SALARY,MANAGER,DEPARTMENT
R000001,4576,Diana,Schoonmaak
R000002,5915,Diana,Sales
R000003,7392,Bob,Tester
R000004,4926,Albert,Engineering
R000005,9543,Colin,Management
R000006,8031,Bob,Tester
R000007,9542,Albert,Sales
R000008,6429,Eva,Engineering
R000009,9170,Eva,Sales
R000010,9410,Diana,Management
R000011,7739,Diana,Engineering
R000012,9218,Diana,Tester
R000013,9025,Albert,Tester
R000014,4397,Diana,Tester
R000015,4221,Colin,Schoonmaak
R000016,8259,Colin,Schoonmaak
R000017,7814,Eva,Sales
R000018,8504,Bob,Sales
R000019,9522,Albert,Schoonmaak
R000020,7785,Bob,Schoonmaak
R000021,3782,Diana,Schoonmaak
R000022,8219,Albert,Management
R000023,5998,Diana,Tester
R000024,4803,Bob,Engineering
R000025,7200,Eva,Sales
R000026,9396,Colin,Schoonmaak
R000027,6167,Colin,Management
R000028,9570,Colin,Schoonmaak
R000029,9385,Albert,Tester
R000030,6547,Diana,Schoonmaak
R000031,4958,Colin,Schoonmaak
R000032,3778,Diana,Management
R000033,8510,Colin,Schoonmaak
R000034,2825,Bob,Tester
R000035,5661,Eva,Engineering
R000036,8813,Diana,Sales
R000037,9727,Albert,Management
R000038,7431,Colin,Schoonmaak
R000039,5369,Bob,Schoonmaak
R000040,5095,Colin,Engineering
R000041,4157,Eva,Engineering
R000042,2051,Colin,Schoonmaak
R000043,8058,Eva,Engineering
R000044,5361,Diana,Schoonmaak
R000045,5515,Eva,Schoonmaak
R000046,6562,Bob,Schoonmaak
R000047,5330,Bob,Sales
R000048,9491,Diana,Schoonmaak
R000049,3674,Albert,Engineering
R000050,8028,Bob,Tester
R000051,4865,Diana,Management
R000052,3361,Diana,Management
R000053,2786,Bob,Management
R000054,2555,Diana,Management
R000055,9072,Diana,Schoonmaak
R000056,4039,Colin,Tester
R000057,9589,Diana,Sales
R000058,8402,Bob,Schoonmaak
R000059,9792,Bob,Tester
R000060,3762,Bob,Engineering
R000061,4112,Colin,Engineering
R000062,4210,Bob,Sales
R000063,9331,Diana,Tester
R000064,3701,Eva,Tester
R000065,4086,Colin,Engineering
R000066,4712,Eva,Tester
R000067,8463,Albert,Management
R000068,4407,Eva,Sales
R000069,4316,Diana,Tester
R000070,8467,Colin,Management
R000071,8469,Bob,Sales
R000072,3610,Bob,Management
R000073,6352,Eva,Sales
R000074,8343,Eva,Sales
R000075,9605,Eva,Sales
R000076,6705,Diana,Management
R000077,3127,Bob,Tester
R000078,7491,Albert,Management
R000079,2904,Diana,Management
R000080,2163,Bob,Schoonmaak
R000081,3136,Bob,Schoonmaak
R000082,6710,Bob,Tester
R000083,4025,Bob,Engineering
R000084,9716,Colin,Management
R000085,2105,Bob,Management
R000086,6794,Eva,Schoonmaak
R000087,6459,Bob,Schoonmaak
R000088,5092,Albert,Engineering
R000089,8803,Colin,Engineering
R000090,4021,Albert,Schoonmaak
R000091,3152,Albert,Engineering
R000092,9650,Albert,Engineering
R000093,2698,Diana,Management
R000094,5867,Bob,Tester
R000095,5270,Bob,Engineering
R000096,2746,Albert,Sales
R000097,8071,Bob,Tester
R000098,7739,Diana,Schoonmaak
R000099,9688,Bob,Schoonmaak
R000100,2960,Bob,Tester
R000101,5491,Albert,Tester
R000102,5297,Colin,Management
R000103,4977,Colin,Sales
R000104,2208,Bob,Engineering
R000105,5316,Albert,Tester
R000106,7407,Colin,Management
R000107,9233,Colin,Schoonmaak
R000108,3891,Eva,Engineering
R000109,3176,Colin,Sales
R000110,8634,Diana,Sales
R000111,5506,Eva,Schoonmaak
R000112,8846,Albert,Management
R000113,4039,Eva,Management
R000114,5289,Colin,Schoonmaak
R000115,3452,Eva,Sales
R000116,8645,Albert,Engineering
R000117,6761,Bob,Sales
R000118,5860,Diana,Schoonmaak
R000119,3617,Bob,Engineering
R000120,8364,Albert,Engineering
R000121,2434,Bob,Engineering
R000122,4327,Diana,Engineering
R000123,3646,Albert,Management
R000124,5163,Bob,Tester
R000125,8667,Diana,Tester
R000126,8136,Eva,Schoonmaak
R000127,7258,Bob,Schoonmaak
R000128,6762,Eva,Engineering
R000129,9190,Colin,Sales
R000130,3440,Eva,Schoonmaak
R000131,8095,Eva,Tester
R000132,8875,Colin,Sales
R000133,6443,Albert,Schoonmaak
R000134,9404,Colin,Management
R000135,6860,Eva,Schoonmaak
R000136,2933,Albert,Management
R000137,6278,Bob,Sales
R000138,4555,Diana,Schoonmaak
R000139,8341,Albert,Tester
R000140,7801,Eva,Engineering
R000141,3146,Bob,Management
R000142,5996,Albert,Tester
R000143,9713,Diana,Sales
R000144,2380,Eva,Management
R000145,2824,Colin,Tester
R000146,3538,Diana,Schoonmaak
R000147,9173,Diana,Tester
R000148,5375,Diana,Tester
R000149,3637,Diana,Management
R000150,6287,Bob,Tester
R000151,9543,Albert,Tester
R000152,2524,Diana,Management
R000153,5107,Diana,Tester
R000154,3093,Eva,Tester
R000155,8432,Colin,Tester
R000156,2104,Eva,Sales
R000157,3739,Albert,Management
R000158,4360,Bob,Tester
R000159,5126,Colin,Engineering
R000160,9274,Eva,Sales
R000161,3676,Eva,Management
R000162,9904,Bob,Engineering
R000163,4354,Bob,Tester
R000164,6916,Colin,Tester
R000165,6131,Diana,Schoonmaak
R000166,9300,Bob,Schoonmaak
R000167,4934,Eva,Sales
R000168,7144,Eva,Schoonmaak
R000169,3872,Diana,Engineering
R000170,7156,Diana,Management
R000171,3042,Bob,Engineering
R000172,8178,Diana,Engineering
R000173,5434,Eva,Tester
R000174,3441,Bob,Engineering
R000175,3845,Colin,Engineering
R000176,5501,Albert,Tester
R000177,3541,Bob,Engineering
R000178,2466,Colin,Schoonmaak
R000179,4944,Eva,Engineering
R000180,6294,Bob,Schoonmaak
R000181,9713,Bob,Sales
R000182,3591,Bob,Management
R000183,4815,Diana,Management
R000184,7330,Diana,Sales
R000185,9776,Eva,Engineering
R000186,9961,Colin,Tester
R000187,6072,Bob,Management
R000188,5572,Albert,Management
R000189,6336,Albert,Tester
R000190,3193,Albert,Schoonmaak
R000191,7978,Diana,Engineering
R000192,2293,Eva,Sales
R000193,2921,Bob,Sales
R000194,7858,Eva,Management
R000195,3338,Diana,Management
R000196,5198,Bob,Tester
R000197,6563,Bob,Tester
R000198,9959,Eva,Management
R000199,4414,Albert,Management
R000200,9188,Albert,Sales
R000201,8459,Colin,Schoonmaak
R000202,6853,Colin,Schoonmaak
R000203,7209,Eva,Management
R000204,5475,Bob,Management
R000205,3541,Diana,Management
R000206,4498,Diana,Sales
R000207,8921,Colin,Management
R000208,2907,Colin,Schoonmaak
R000209,7728,Diana,Engineering
R000210,9317,Albert,Sales
R000211,4493,Eva,Schoonmaak
R000212,7052,Colin,Schoonmaak
R000213,4127,Colin,Engineering
R000214,5088,Diana,Schoonmaak
R000215,8281,Albert,Schoonmaak
R000216,8795,Diana,Schoonmaak
R000217,8994,Colin,Engineering
R000218,7627,Diana,Engineering
R000219,6647,Eva,Sales
R000220,5990,Colin,Tester
R000221,5751,Colin,Tester
R000222,8217,Colin,Tester
R000223,9241,Colin,Sales
R000224,4097,Colin,Engineering
R000225,9177,Bob,Schoonmaak
R000226,5174,Bob,Schoonmaak
R000227,2387,Diana,Tester
R000228,8528,Bob,Tester
R000229,2298,Colin,Schoonmaak
R000230,6434,Colin,Tester
R000231,5460,Colin,Sales
R000232,6061,Bob,Sales
R000233,2473,Bob,Tester
R000234,6711,Albert,Sales
