EMPLOYEE_ID,SALARY,MANAGER,DEPARTMENT
R000001,5010,Albert,Schoonmaak
R000002,4627,Diana,Management
R000003,9537,Colin,Engineering
R000004,5777,Eva,Tester
R000005,7715,Diana,Schoonmaak
R000006,2949,Albert,Management
R000007,5508,Diana,Management
R000008,6302,Eva,Management
,9216,Bob,Engineering
R000010,2543,Diana,Management
R000011,5900,Colin,Management
R000012,5753,Eva,Management
R000013,6224,Albert,Schoonmaak
R000014,7566,Eva,Management
R000015,8757,Bob,Engineering
R000016,4082,Albert,Schoonmaak
R000017,4866,Bob,Management
R000018,4246,Bob,Tester
,3836,Colin,Engineering
R000020,2076,Diana,Tester
R000021,2368,Colin,Engineering
R000022,8976,Colin,Tester
R000023,6621,Colin,Management
R000024,2348,Albert,Tester
R000025,6601,Diana,Tester
R000026,6738,Diana,Engineering
R000027,6333,Albert,Management
R000028,7399,Colin,Engineering
R000029,7696,Colin,Management
R000030,3455,Bob,Sales
R000031,4185,Bob,Schoonmaak
R000032,9436,Eva,Schoonmaak
R000033,5811,Bob,Engineering
R000034,5272,Diana,Management
R000035,9309,Albert,Tester
R000036,8755,Colin,Schoonmaak
R000037,7769,Eva,Engineering
R000038,8823,Bob,Engineering
R000039,5682,Eva,Engineering
R000040,3846,Albert,Management
R000041,3854,Albert,Engineering
R000042,8982,Eva,Sales
R000043,4985,Eva,Tester
R000044,6450,Eva,Engineering
R000045,4625,Colin,Management
R000046,4894,Diana,Tester
R000047,9496,Bob,Tester
R000048,2558,Bob,Schoonmaak
R000049,4896,Bob,Engineering
R000050,3917,Eva,Engineering
R000051,3254,Eva,Management
R000052,9475,Eva,Sales
R000053,3681,Colin,Sales
R000054,9886,Colin,Schoonmaak
R000055,7265,Colin,Sales
R000056,7271,Colin,Management
R000057,3814,Albert,Schoonmaak
R000058,8283,Colin,Engineering
R000059,2662,Colin,Sales
R000060,6116,Colin,Management
R000061,5325,Bob,Management
R000062,8207,Bob,Engineering
,3241,Bob,Management
R000064,5143,Diana,Schoonmaak
R000065,5037,Albert,Schoonmaak
R000066,2161,Eva,Tester
R000067,6225,Colin,Engineering
R000068,8724,Bob,Management
R000069,3950,Albert,Sales
R000070,6320,Colin,Schoonmaak
R000071,3781,Diana,Engineering
R000072,6675,Eva,Engineering
R000073,3477,Colin,Schoonmaak
R000074,5030,Eva,Tester
R000075,9148,Colin,Engineering
R000076,5986,Diana,Management
R000077,9551,Albert,Sales
R000078,2106,Eva,Sales
R000079,4668,Eva,Schoonmaak
R000080,6935,Albert,Engineering
R000081,9270,Eva,Sales
R000082,3164,Bob,Engineering
R000083,8720,Albert,Schoonmaak
R000084,3157,Diana,Tester
R000085,4246,Colin,Sales
R000086,8653,Colin,Management
R000087,2666,Albert,Schoonmaak
R000088,4126,Bob,Tester
R000089,8067,Diana,Management
R000090,4941,Colin,Management
R000091,9649,Colin,Sales
R000092,2511,Bob,Engineering
R000093,2249,Eva,Schoonmaak
R000094,2888,Albert,Management
R000095,3023,Bob,Sales
R000096,6694,Bob,Tester
R000097,9983,Bob,Management
R000098,6848,Bob,Tester
R000099,2599,Eva,Schoonmaak
R000100,5022,Diana,Sales
R000101,4530,Bob,Tester
R000102,4883,Bob,Engineering
R000103,8315,Albert,Tester
R000104,9012,Colin,Tester
R000105,4064,Eva,Sales
R000106,3758,Bob,Sales
R000107,7413,Diana,Management
R000108,8537,Diana,Tester
R000109,7941,Diana,Tester
