EMPLOYEE_ID,SALARY,MANAGER,DEPARTMENT
R000001,9627,Albert,Management
,9492,Diana,Schoonmaak
,5253,Bob,Schoonmaak
R000004,7452,Colin,Tester
R000005,9547,Colin,Sales
R000006,8936,Albert,Schoonmaak
R000007,8886,Eva,Schoonmaak
R000008,8344,Colin,Management
R000009,5954,Eva,Engineering
R000010,3083,Colin,Tester
R000011,2232,Albert,Schoonmaak
,9654,Albert,Management
R000013,9973,Colin,Management
R000014,5190,Albert,Engineering
R000015,4435,Bob,Engineering
R000016,8937,Bob,Management
R000017,7455,Diana,Management
R000018,3754,Bob,Management
R000019,5239,Diana,Schoonmaak
R000020,3143,Albert,Management
R000021,8079,Eva,Engineering
R000022,8851,Colin,Sales
R000023,3500,Diana,Management
R000024,5975,Diana,Schoonmaak
R000025,9953,Colin,Engineering
R000026,5903,Colin,Tester
R000027,8954,Albert,Tester
R000028,3310,Colin,Schoonmaak
R000029,9800,Diana,Tester
R000030,4279,Bob,Engineering
R000031,7286,Albert,Schoonmaak
R000032,9923,Eva,Sales
R000033,9676,Albert,Tester
R000034,9286,Diana,Tester
R000035,4149,Albert,Engineering
R000036,4083,Albert,Schoonmaak
R000037,7443,Colin,Schoonmaak
R000038,2762,Bob,Sales
R000039,8175,Bob,Engineering
R000040,2244,Eva,Tester
R000041,8495,Eva,Engineering
R000042,5316,Diana,Engineering
R000043,6921,Eva,Management
R000044,4328,Colin,Management
R000045,5881,Eva,Schoonmaak
R000046,6271,Colin,Management
R000047,2436,Eva,Management
R000048,4131,Colin,Schoonmaak
R000049,3815,Albert,Schoonmaak
R000050,9657,Diana,Engineering
R000051,5640,Eva,Sales
R000052,2747,Eva,Sales
R000053,9828,Bob,Engineering
R000054,9631,Albert,Management
R000055,8044,Diana,Tester
R000056,4506,Bob,Tester
R000057,6092,Eva,Tester
R000058,4549,Eva,Engineering
R000059,8472,Albert,Tester
R000060,7712,Colin,Schoonmaak
R000061,9717,Albert,Engineering
R000062,2839,Colin,Engineering
R000063,9537,Colin,Schoonmaak
,8016,Bob,Management
,3771,Diana,Management
R000066,6995,Bob,Tester
R000067,9663,Bob,Engineering
R000068,2594,Diana,Sales
R000069,6043,Colin,Management
R000070,8945,Eva,Management
R000071,5527,Bob,Engineering
R000072,6271,Colin,Sales
R000073,8101,Colin,Tester
R000074,6951,Colin,Sales
R000075,4233,Albert,Management
R000076,4440,Bob,Engineering
R000077,7628,Colin,Schoonmaak
R000078,7171,Diana,Tester
R000079,2601,Diana,Sales
R000080,9115,Eva,Schoonmaak
R000081,5989,Albert,Management
R000082,6941,Eva,Engineering
R000083,7191,Bob,Sales
R000084,9643,Diana,Tester
R000085,6040,Bob,Sales
R000086,2550,Albert,Schoonmaak
R000087,2486,Colin,Management
R000088,3472,Diana,Engineering
R000089,9807,Albert,Management
R000090,7281,Eva,Tester
R000091,3177,Colin,Sales
R000092,8916,Colin,Schoonmaak
R000093,3238,Diana,Engineering
R000094,8248,Bob,Engineering
R000095,4313,Albert,Management
R000096,7738,Diana,Management
R000097,6422,Albert,Engineering
R000098,5896,Diana,Schoonmaak
R000099,8240,Colin,Engineering
R000100,5913,Eva,Sales
R000101,5337,Bob,Schoonmaak
R000102,6347,Eva,Engineering
R000103,2261,Albert,Engineering
R000104,9647,Eva,Tester
R000105,2823,Diana,Sales
R000106,2641,Eva,Engineering
R000107,5437,Colin,Sales
R000108,2141,Bob,Management
R000109,3480,Eva,Sales
R000110,2017,Diana,Sales
R000111,5018,Diana,Management
R000112,7328,Eva,Schoonmaak
R000113,2026,Colin,Schoonmaak
R000114,5829,Colin,Management
R000115,3668,Diana,Tester
R000116,6707,Diana,Engineering
R000117,7089,Eva,Tester
R000118,4485,Albert,Sales
R000119,8362,Diana,Tester
R000120,5281,Eva,Schoonmaak
R000121,7940,Bob,Sales
R000122,7736,Albert,Sales
R000123,9040,Colin,Management
R000124,3359,Eva,Schoonmaak
R000125,2123,Eva,Tester
R000126,9206,Eva,Engineering
R000127,2817,Diana,Tester
R000128,6370,Diana,Management
R000129,7675,Albert,Engineering
R000130,3056,Eva,Sales
R000131,3214,Bob,Management
R000132,3053,Bob,Schoonmaak
R000133,8362,Colin,Sales
R000134,5679,Eva,Engineering
R000135,9708,Bob,Schoonmaak
R000136,6871,Colin,Engineering
R000137,5243,Albert,Sales
R000138,8633,Eva,Management
R000139,9138,Eva,Engineering
R000140,3186,Diana,Sales
R000141,2312,Albert,Schoonmaak
,7773,Eva,Schoonmaak
R000143,9844,Albert,Sales
R000144,2101,Bob,Tester
R000145,5559,Bob,Schoonmaak
R000146,6135,Bob,Sales
,5045,Colin,Sales
R000148,5382,Colin,Sales
R000149,4591,Bob,Engineering
R000150,5440,Diana,Engineering
R000151,3279,Bob,Sales
R000152,3289,Diana,Engineering
R000153,4931,Bob,Tester
R000154,7212,Bob,Engineering
R000155,4654,Colin,Tester
R000156,9733,Bob,Management
R000157,6459,Albert,Sales
R000158,3415,Bob,Sales
R000159,2534,Bob,Tester
R000160,7049,Albert,Management
R000161,3274,Colin,Tester
R000162,6933,Diana,Sales
R000163,7038,Bob,Engineering
R000164,9956,Colin,Management
R000165,9812,Bob,Schoonmaak
R000166,7668,Diana,Engineering
R000167,4757,Diana,Tester
R000168,7252,Bob,Engineering
R000169,6660,Eva,Tester
R000170,5584,Diana,Tester
R000171,8898,Colin,Management
R000172,4864,Diana,Tester
R000173,7082,Bob,Sales
R000174,2957,Colin,Sales
R000175,3455,Bob,Sales
,2450,Bob,Management
R000177,7936,Diana,Engineering
R000178,7813,Bob,Tester
R000179,9557,Albert,Schoonmaak
R000180,7877,Eva,Engineering
R000181,4998,Colin,Schoonmaak
R000182,6537,Eva,Schoonmaak
R000183,5456,Bob,Management
R000184,8281,Colin,Tester
R000185,3865,Diana,Schoonmaak
R000186,7895,Bob,Engineering
R000187,6043,Eva,Tester
R000188,8963,Albert,Engineering
R000189,7784,Colin,Sales
R000190,7233,Diana,Tester
R000191,2673,Eva,Sales
R000192,3239,Albert,Engineering
R000193,9040,Eva,Management
R000194,9363,Eva,Schoonmaak
,5404,Bob,Sales
R000196,4070,Albert,Schoonmaak
R000197,5466,Eva,Sales
R000198,2995,Bob,Schoonmaak
R000199,8248,Eva,Management
R000200,7650,Eva,Schoonmaak
R000201,9492,Albert,Sales
R000202,4194,Eva,Schoonmaak
R000203,9298,Eva,Sales
R000204,4734,Bob,Sales
R000205,7045,Eva,Engineering
R000206,2303,Diana,Management
R000207,8277,Colin,Management
R000208,9409,Diana,Sales
R000209,3924,Bob,Schoonmaak
R000210,3398,Albert,Sales
R000211,6796,Bob,Schoonmaak
R000212,2816,Bob,Tester
R000213,4482,Albert,Tester
R000214,3010,Albert,Management
R000215,9738,Albert,Engineering
R000216,9606,Bob,Management
R000217,9780,Albert,Engineering
R000218,6189,Diana,Tester
R000219,2493,Bob,Engineering
R000220,3760,Albert,Engineering
R000221,9653,Diana,Management
R000222,9113,Albert,Management
R000223,8874,Eva,Management
R000224,3018,Colin,Tester
R000225,3981,Colin,Management
R000226,6518,Albert,Engineering
R000227,7893,Eva,Management
R000228,8128,Diana,Sales
R000229,7525,Bob,Engineering
R000230,4134,Eva,Sales
R000231,7774,Albert,Management
R000232,4182,Colin,Sales
R000233,3795,Colin,Tester
R000234,6800,Eva,Sales
R000235,6908,Bob,Engineering
R000236,4835,Colin,Schoonmaak
R000237,2257,Eva,Engineering
R000238,7122,Albert,Management
R000239,8455,Diana,Engineering
R000240,9471,Albert,Tester
R000241,6687,Diana,Engineering
R000242,8066,Eva,Management
R000243,7387,Colin,Sales
R000244,8553,Albert,Engineering
R000245,6272,Diana,Schoonmaak
R000246,9714,Eva,Management
R000247,7093,Albert,Tester
R000248,4046,Albert,Schoonmaak
R000249,3137,Albert,Sales
R000250,8713,Eva,Engineering
R000251,8382,Diana,Management
R000252,4197,Eva,Schoonmaak
R000253,6957,Diana,Management
R000254,4077,Diana,Tester
R000255,2464,Eva,Management
R000256,8533,Albert,Tester
R000257,6668,Eva,Tester
R000258,9965,Bob,Schoonmaak
R000259,7105,Eva,Tester
R000260,7771,Albert,Sales
R000261,9857,Colin,Sales
R000262,5666,Albert,Schoonmaak
R000263,5478,Eva,Sales
R000264,2455,Colin,Tester
R000265,6134,Albert,Schoonmaak
R000266,9344,Colin,Management
R000267,5719,Eva,Sales
R000268,3525,Albert,Schoonmaak
R000269,9254,Bob,Schoonmaak
R000270,6389,Bob,Tester
R000271,3657,Diana,Management
R000272,5873,Diana,Management
R000273,9705,Eva,Tester
R000274,8664,Colin,Schoonmaak
R000275,6930,Diana,Schoonmaak
R000276,3156,Albert,Engineering
R000277,5157,Albert,Tester
R000278,5191,Bob,Management
R000279,7086,Colin,Tester
R000280,9567,Albert,Schoonmaak
